orf00003	ref|WP_006497829.1|	100.000	1063	0.0	1991	WP_006497829	MULTISPECIES: efflux RND transporter permease subunit [Burkholderia]
orf00003	ref|WP_077239474.1|	99.906	1063	0.0	1989	WP_077239474	efflux RND transporter permease subunit [Burkholderia cenocepacia]
orf00003	ref|WP_080331730.1|	99.906	1063	0.0	1991	WP_080331730	efflux RND transporter permease subunit [Burkholderia cenocepacia]
orf00003	ref|WP_109343011.1|	99.906	1063	0.0	1990	WP_109343011	efflux RND transporter permease subunit [Burkholderia cenocepacia]
orf00003	ref|WP_112751453.1|	99.906	1063	0.0	1989	WP_112751453	efflux RND transporter permease subunit [Burkholderia cenocepacia]
orf00003	ref|WP_124675880.1|	99.906	1063	0.0	1989	WP_124675880	efflux RND transporter permease subunit [Burkholderia cenocepacia]
orf00003	ref|WP_196432690.1|	99.906	1063	0.0	1989	WP_196432690	efflux RND transporter permease subunit [Burkholderia sp. 9777_1386]
orf00003	ref|WP_205672733.1|	99.906	1063	0.0	1989	WP_205672733	efflux RND transporter permease subunit [Burkholderia cenocepacia]
orf00003	ref|WP_212203231.1|	99.906	1063	0.0	1989	WP_212203231	efflux RND transporter permease subunit [Burkholderia cenocepacia]
orf00003	ref|WP_310647251.1|	99.906	1063	0.0	1989	WP_310647251	efflux RND transporter permease subunit [Burkholderia cenocepacia]
orf00006	ref|WP_058903781.1|	100.000	384	0.0	662	WP_058903781	efflux RND transporter periplasmic adaptor subunit [Burkholderia cenocepacia]
orf00006	ref|WP_062885896.1|	99.478	383	0.0	657	WP_062885896	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit [Burkholderia]
orf00006	ref|WP_069352121.1|	99.478	383	0.0	658	WP_069352121	efflux RND transporter periplasmic adaptor subunit [Burkholderia cenocepacia]
orf00006	ref|WP_077020409.1|	99.739	383	0.0	659	WP_077020409	efflux RND transporter periplasmic adaptor subunit [Burkholderia cenocepacia]
orf00006	ref|WP_077191108.1|	98.177	384	0.0	658	WP_077191108	efflux RND transporter periplasmic adaptor subunit [Burkholderia cenocepacia]
orf00006	ref|WP_077230735.1|	99.478	383	0.0	660	WP_077230735	efflux RND transporter periplasmic adaptor subunit [Burkholderia cenocepacia]
orf00006	ref|WP_077234294.1|	98.177	384	0.0	659	WP_077234294	efflux RND transporter periplasmic adaptor subunit, partial [Burkholderia cenocepacia]
orf00006	ref|WP_112751454.1|	99.740	384	0.0	660	WP_112751454	efflux RND transporter periplasmic adaptor subunit [Burkholderia cenocepacia]
orf00006	ref|WP_258258679.1|	99.478	383	0.0	658	WP_258258679	efflux RND transporter periplasmic adaptor subunit [Burkholderia sp. EMB26]
orf00006	ref|WP_310641804.1|	99.478	383	0.0	658	WP_310641804	efflux RND transporter periplasmic adaptor subunit [Burkholderia cenocepacia]
orf00010	gb|KVF55420.1|	99.083	327	0.0	605	KVF55420	AraC family transcriptional regulator [Burkholderia cenocepacia]
orf00010	gb|MBO1859209.1|	99.388	327	0.0	618	MBO1859209	AraC family transcriptional regulator [Burkholderia cenocepacia]
orf00010	ref|WP_006489075.1|	98.777	327	0.0	604	WP_006489075	AraC family transcriptional regulator [Burkholderia cenocepacia]
orf00010	ref|WP_048988946.1|	99.388	327	0.0	621	WP_048988946	AraC family transcriptional regulator [Burkholderia cenocepacia]
orf00010	ref|WP_058903782.1|	100.000	327	0.0	622	WP_058903782	AraC family transcriptional regulator [Burkholderia cenocepacia]
orf00010	ref|WP_062885897.1|	99.694	327	0.0	620	WP_062885897	AraC family transcriptional regulator [Burkholderia cenocepacia]
orf00010	ref|WP_069352122.1|	99.083	327	0.0	604	WP_069352122	AraC family transcriptional regulator [Burkholderia cenocepacia]
orf00010	ref|WP_408580963.1|	99.083	327	0.0	605	WP_408580963	AraC family transcriptional regulator N-terminal domain-containing protein [Burkholderia cenocepacia]
orf00010	ref|WP_408581679.1|	99.388	327	0.0	618	WP_408581679	AraC family transcriptional regulator N-terminal domain-containing protein [Burkholderia cenocepacia]
orf00010	ref|WP_408733027.1|	99.083	327	0.0	616	WP_408733027	AraC family transcriptional regulator N-terminal domain-containing protein [Burkholderia cenocepacia]
orf00011	gb|ARF90951.1|	100.000	323	0.0	567	ARF90951	nitrate/sulfonate/bicarbonate ABC transporter periplasmic protein [Burkholderia cenocepacia]
orf00011	ref|WP_006489094.1|	100.000	323	0.0	567	WP_006489094	MULTISPECIES: sulfonate ABC transporter substrate-binding protein [Burkholderia]
orf00011	ref|WP_034203796.1|	99.690	323	0.0	565	WP_034203796	MULTISPECIES: aliphatic sulfonate ABC transporter substrate-binding protein [Burkholderia]
orf00011	ref|WP_059721500.1|	99.690	323	0.0	565	WP_059721500	MULTISPECIES: sulfonate ABC transporter substrate-binding protein [Burkholderia]
orf00011	ref|WP_124675028.1|	99.690	323	0.0	565	WP_124675028	sulfonate ABC transporter substrate-binding protein [Burkholderia cenocepacia]
orf00011	ref|WP_200037569.1|	99.690	323	0.0	566	WP_200037569	sulfonate ABC transporter substrate-binding protein [Burkholderia cenocepacia]
orf00011	ref|WP_212251785.1|	99.381	323	0.0	565	WP_212251785	aliphatic sulfonate ABC transporter substrate-binding protein [Burkholderia cenocepacia]
